year,title,authors,venue,pdf_url,pdf_file,size_bytes
2020,Understanding and Handling Alert Storm for Online Service Systems,"Nengwen Zhao, Junjie Chen, Xiao Peng, Honglin Wang, Xinya Wu, Yuanzong Zhan, Zikai Chen , Xiangzhong Zheng, Xiaohui Nie, Gang Wang, Yong Wu, Fang Zhou, Wenchi Zhang, Kaixin Sui, Dan Pei ICSE SEIP 2020 , Virtual Conference, Jul 6-11 2020",,https://netman.aiops.org/wp-content/uploads/2020/07/AlertSummary_CR.pdf,AlertSummary_CR.pdf,937291
2020,Shallow VAEs with RealNVP Prior Can Perform as Well as Deep Hierarchical VAEs,"Haowen Xu, Wenxiao Chen, Jinlni Lai, Zhihan Li, Youjian Zhao, Dan Pei ICONIP 2020 , November 18 &#8211; 22, 2020, Online",,https://netman.aiops.org/wp-content/uploads/2020/09/许昊文.pdf,许昊文.pdf,630969
2020,Real-time Incident Prediction for Online Service Systems,"Nengwen Zhao, Junjie Chen, Zhou Wang , Xiao Peng , Gang Wang, Yong Wu, Fang Zhou, Zhen Feng, Xiaohui Nie, Wenchi Zhang, Kaixin Sui, Dan Pei ESEC/FSE 2020 ,Sacramento, California, United States, November 8, 2020",,https://netman.aiops.org/wp-content/uploads/2020/09/赵能文ESEC-2020.pdf,赵能文ESEC-2020.pdf,1940755
2020,Practical and White-Box Anomaly Detection through Unsupervised and Active Learning,"Yao Wang, Zhaowei Wang, Zejun Xie, Nengwen Zhao, Junjie Chen, Wenchi Zhang, Kaixin Sui, Dan Pei ICCCN 2020 , Honolulu, Hawaii, USA, August 3 &#8211; August 6, 2020",,https://netman.aiops.org/wp-content/uploads/2020/08/ICCCN2020-YaoWang.pdf,ICCCN2020-YaoWang.pdf,519455
2020,LogTransfer: Cross-System Log Anomaly Detection for Software Systems with Transfer Learning,"Rui Chen, Shenglin Zhang, Dongwen Li, Yuzhe Zhang, Fangrui Guo, Weibin Meng, Dan Pei, Yuzhi Zhang, Xu Chen, Yuqing Liu ISSRE2020 , Oct 12 &#8211; 15, 2020, Coimbra, Portugal",,https://netman.aiops.org/wp-content/uploads/2020/08/paper-ISSRE20-LogTransfer.pdf,paper-ISSRE20-LogTransfer.pdf,745582
2020,LogParse: Making Log Parsing Adaptive through Word Classification,"Weibin Meng, Ying Liu, Federico Zaiter, Shenglin Zhang, Yihao Chen, Yuzhe Zhang, Yichen Zhu, En Wang, Ruizhi Zhang, Shimin Tao, Dian Yang, Rong Zhou, Dan Pei ICCCN 2020 , Honolulu, Hawaii, USA, Auguest 3 &#8211; August 6, 2020",,https://netman.aiops.org/wp-content/uploads/2020/05/LogParse-ICCCN20.pdf,LogParse-ICCCN20.pdf,673532
2020,Localizing Failure Root Causes in a Microservice through Causality Inference,"Yuan Meng , Shenglin Zhang, Yongqian Sun, Ruru Zhang , Zhilong Hu, Yiyin Zhang, Chenyang Jia, Zhaogang Wang, Dan Pei IWQOS2020 , Virtual Conference, 15-17 June 2020",,https://netman.aiops.org/wp-content/uploads/2020/06/孟媛.pdf,孟媛.pdf,617183
2020,FluxInfer: Automatic Diagnosis of Performance Anomaly for Online Database System,"Ping Liu, Shenglin Zhang, Yongqian Sun, Yuan Meng, Jiahai Yang, Dan Pei IPCCC2020 , November 6 &#8211; 8, 2020, virtual conference",,https://netman.aiops.org/wp-content/uploads/2020/10/FluxInfer.pdf,FluxInfer.pdf,460619
2020,Efficient and Robust Syslog Parsing for Network Devices in Datacenter Networks,"Shenglin Zhang ; Ying Liu ; Weibin Meng ; Jiahao Bu ; Sen Yang ; Yongqian Sun ; Dan Pei ; Jun Xu ; Yuzhi Zhang ; Lei Song ; Ming Zhang IEEE Access (A journal paper, no slides)",,https://netman.aiops.org/wp-content/uploads/2020/08/paper-IEEE-Access-Craftsman.pdf,paper-IEEE-Access-Craftsman.pdf,2661878
2020,Diagnosing Root Causes of Intermittent Slow Queries in Cloud Databases,"Minghua Ma, Zheng Yin, Shenglin Zhang, Sheng Wang, Christopher Zheng, Xinhao Jiang, Hanwen Hu, Cheng Luo, Yilin Li, Nengjun Qiu, Feifei Li, Changcheng Chen, Dan Pei VLDB 2020 , Tokyo, Japan, August 31, 2020",,https://netman.aiops.org/wp-content/uploads/2020/07/vldb20_slowsql.pdf,vldb20_slowsql.pdf,1338958
2020,Batch Job Run Time Prediction for Auto-Scaling in the Cloud,"Minghua Ma, Christopher Zheng, Junjie Chen, Yilin Li, Dan Pei CIEMCS 2020 , New York, NY, USA, February 7, 2020","(, no slides) 2019:",https://netman.aiops.org/wp-content/uploads/2020/08/aaai20_Poster.pdf,aaai20_Poster.pdf,178247
2020,Automatically and Adaptively Identifying Severe Alerts for Online Service Systems,"Nengwen Zhao, Panshi Jin, Lixin Wang, Xiaoqin Yang, Rong Liu, Wenchi Zhang, Kaixin Sui, Dan Pei INFOCOM 2020 , Virtual Conference, Jul 6-9, 2020 ZeroWall : Detecting Zero-Day Web Attacks through Encoder-Decoder Recurrent Neural Networks Ruming Tang, Zheng Yang, Zeyan Li, Weibin Meng, Haixin Wang, Qi Li, Yongqian Sun, Dan Pei, Tao Wei, Yanfei Xu, Yan Liu INFOCOM 2020 , Cyberspace, Jul 6-9, 2020",,https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf,alertrank_camera-ready.pdf,643440
2020,A Semantic-aware Representation Framework forOnline Log Analysis,"Weibin Meng, Ying Liu, Yuheng Huang, Shenglin Zhang, Federico Zaiter, Bingjin Chen, Dan Pei ICCCN 2020 , Honolulu, Hawaii, USA, Auguest 3 &#8211; August 6, 2020",,/wp-content/uploads/2020/05/Log2Vec-icccn20.pdf,Log2Vec-icccn20.pdf,539404
2020,A Practical Machine Learning-Based Framework to Detect DNS Covert Communication in Enterprises,"Ruming Tang, Cheng Huang, Yanti Zhou, Haoxian Wu, Xianglin Lu, Yongqian Sun, Qi Li, Jinjin Li, Weiyao Huang, Siyuan Sun, Dan Pei SecureComm 2020 , Cyberspace , October 21-23, 2020",,https://netman.aiops.org/wp-content/uploads/2020/09/汤汝鸣securecomm.pdf,汤汝鸣securecomm.pdf,819846
2019,基于聚类的多维数据热点发现算法,"邹磊，朱晶，聂晓辉，苏亚 ，裴丹，孙宇 小型微型计算机系统，465-471 页，第40卷，第3期， 2019年3月 (A journal paper, no slides) 2018:",,https://netman.aiops.org/wp-content/uploads/2019/01/基于聚类的多维数据热点发现算法.pdf,基于聚类的多维数据热点发现算法.pdf,1110211
2019,Walking without Friends: Publishing Anonymized Trajectory Dataset without Leaking Social Relationships,"Kai Zhao, Zhen Tu, Fengli Xu, Yong Li, Pengyu Zhang, Dan Pei, Li Su, Depeng Jin IEEE TNSM (IEEE Transactions on Network and Service Management) (A journal paper, no slides)",,https://netman.aiops.org/wp-content/uploads/2019/08/08674537.pdf,08674537.pdf,2610964
2019,Unsupervised Anomaly Detection for Intricate KPIs via Adversarial Training of VAE,"Wenxiao Chen, Haowen Xu, Zeyan Li, Dan Pei, Jie Chen, Hong Lin, Yang Feng, Zhaogang Wang INFOCOM 2019 , Paris, France, April 29-May 2, 2019",,https://netman.aiops.org/wp-content/uploads/2019/04/chenwenxiao_infocom2019.pdf,chenwenxiao_infocom2019.pdf,2966467
2019,"The Search for Sparse, Robust Neural Networks","Justin Cosentino*, Federico Zaiter*, Dan Pei, Jun Zhu SRDM 2019 , Vancouver, British Columbia, Canada, December 13th, 2019",,https://netman.aiops.org/wp-content/uploads/2019/12/The_Search_for_Sparse__Robust_Neural_Networks__Paper_.pdf,The_Search_for_Sparse__Robust_Neural_Networks__Paper_.pdf,2818438
2019,Robust Anomaly Detection for Multivariate Time Series through Stochastic Recurrent Neural Network,"Ya Su, Youjian Zhao, Chenhao Niu, Rong Liu, Wei Sun, Dan Pei* KDD 2019 , Anchorage, Alaska, USA, August 4 &#8211; 8 2019 (CCF A)",,https://netman.aiops.org/wp-content/uploads/2019/08/OmniAnomaly_camera-ready.pdf,OmniAnomaly_camera-ready.pdf,6217028
2019,Personalized Context-aware Re-ranking for E-commerce Recommender Systems,"Changhua Pei, Yi Zhang, Yongfeng Zhang, Fei Sun, Xiao Lin, Hanxiao Sun, Jian Wu, Peng Jiang, Wenwu Ou, Dan Pei RecSys 2019 , Copenhagen, Denmark, September 16-20, 2019",,https://netman.aiops.org/wp-content/uploads/2019/08/recsys19a-sub1342-cam-i20-1.pdf,recsys19a-sub1342-cam-i20-1.pdf,4223217
2019,LogAnomaly: Unsupervised Detection of Sequential and Quantitative Anomalies in Unstructured Logs,"Weibin Meng, Ying Liu, Yichen Zhu, Shenglin Zhang, Dan Pei, Yuqing Liu, Yihao Chen, Ruizhi Zhang, Shimin Tao, Pei Sun, Rong Zhou IJCAI 2019 , Macao, China, August 10-16 2019",,https://netman.aiops.org/wp-content/uploads/2019/07/LogAnomaly.pdf,LogAnomaly.pdf,516448
2019,Label-Less: A Semi-automatic Labelling Tool for KPI Anomalies,"Nengwen Zhao, Jing Zhu, Rong Liu, Dapeng Liu, Ming Zhang, Dan Pei INFOCOM 2019 , Paris, France, April 29 &#8211; May 2, 2019",Final Version Please note: the original version of this paper greatly understated how closely this work is based on the work of Dr,https://netman.aiops.org/wp-content/uploads/2020/06/label-less-v3.pdf,label-less-v3.pdf,1092536
2019,Generic and Robust Localization of Multi-Dimensional Root Causes,"Zeyan Li, Chengyang Luo, Yiwei Zhao, Yongqian Sun, Kaixin Sui, Xiping Wang, Dapeng Liu, Xing Jin, Qi Wang and Dan Pei ISSRE 2019 ， Berlin, Germany, Oct 28-31, 2019",,https://netman.aiops.org/wp-content/uploads/2019/08/camera_ready.pdf,camera_ready.pdf,709269
2019,FluxRank: A Widely-Deployable Framework to Automatically Localizing Root Cause Machines for Software Service Failure Mitigation,"Ping Liu，Yu Chen，Xiaohui Nie，Jing Zhu，Shenglin Zhang，Kaixin Sui，Ming Zhang，Dan Pei ISSRE 2019 ， Berlin, Germany, Oct 28-31, 2019",,https://netman.aiops.org/wp-content/uploads/2019/08/liuping-camera-ready.pdf,liuping-camera-ready.pdf,586275
2019,Dynamic TCP Initial Windows and Congestion Control Schemes through Reinforcement Learning,"Xiaohui Nie, Youjian Zhao, Zhihan li, Guo Chen, Kaixin Sui, Jiyang Zhang, Zijie Ye, Dan Pei JSAC 2019 , Artificial Intelligence and Machine Learning for Networking and Communications (A journal paper, no slides)",,https://netman.aiops.org/wp-content/uploads/2019/05/TCP-RL.pdf,TCP-RL.pdf,3429531
2019,Collaborative Learning of Human Behavior: An Empirical Study on Location Prediction,"Yan Lu, Yuanchao Shu, Xu Tan, Yunxin Liu, Mengyu Zhou, Qi Chen, Dan Pei SEC 2019 (The Fourth ACM/IEEE Symposium on Edge Computing), Washington DC, November 7-9, 2019",,https://netman.aiops.org/wp-content/uploads/2019/10/sec19colla.pdf,sec19colla.pdf,1138531
2019,CoFlux: Robustly Correlating KPIs by Fluctuations for Service Troubleshooting,"Ya Su, Youjian Zhao, Wentao Xia, Rong Liu, Jiabao Bu, Jing Zhu, Yuanpu Cao, Haibin Li, Chenhao Niu, Yiyin Zhang, Zhaogang Wang, Dan Pei IWQOS 2019 , Phoenix, Arizona, USA, June 24-25 2019",,https://netman.aiops.org/wp-content/uploads/2019/05/CoFlux_camera-ready1.pdf,CoFlux_camera-ready1.pdf,1806561
2019,Causal Analysis of the Unsatisfying Experience in Realtime Mobile Multiplayer Games in the Wild,"Yuan Meng,Shenglin Zhang, Zijie Ye, Benliang Wang, Zhi Wang,Yongqian Sun, Xitong Liu, Shuai Yang, Dan Pei ICME 2019 , Shanghai, China, July 8-12, 2019",,https://netman.aiops.org/wp-content/uploads/2019/12/Causal_Analysis_of_the_Unsatisfying_Experience_in_Realtime_Mobile_Multiplayer_Games_in_the_Wild.pdf,Causal_Analysis_of_the_Unsatisfying_Experience_in_Realtime_Mobile_Multiplayer_Games_in_the_Wild.pdf,259138
2019,Automatic and Generic Periodicity Adaptation for KPI Anomaly Detection,"Nengwen Zhao, Jing Zhu , Yao Wang, Minghua Ma, Wenchi Zhang, Dapeng Liu, Ming Zhang, Dan Pei IEEE TNSM (IEEE Transactions on Network and Service Management), 2019, Volume: 16 , Issue: 3 , Sept","2019, Page(s): 1170 &#8211; 1183 (A journal paper, no slides)",https://netman.aiops.org/wp-content/uploads/2019/08/08723601.pdf,08723601.pdf,9607470
2018,一种无监督的数据库用户行为异常检测方法,"李海斌，李 琦，汤汝鸣，吴 珺，吕志远，裴 丹，史俊杰，董 旭，房双德，杨一飞，吴 烨 小型微型计算机系统，第39卷，第11期，2018年11月 (A journal paper, no slides)",,https://netman.aiops.org/wp-content/uploads/2019/02/一种无监督的数据库用户行为异常检测方法-published.pdf,一种无监督的数据库用户行为异常检测方法-published.pdf,1516688
2018,Unsupervised Anomaly Detection via Variational Auto-Encoder for Seasonal KPIs in Web Applications,"Haowen Xu, Wenxiao Chen, Nengwen Zhao, Zeyan Li, Jiahao Bu, Zhihan Li, Ying Liu, Youjian Zhao, Dan Pei*, Yang Feng, Jie Chen, Zhaogang Wang and Honglin Qiao WWW 2018 , Lyon, France, 23-27 April 2018 (CCF A) 2017:",,/wp-content/uploads/2018/03/www2018.pdf,www2018.pdf,6053845
2018,The Frame Latency of Personalized Livestreaming Can Be Significantly Slowed Down by WiFi,"Guoshun Nan, Xiuquan Qiao, Jiting Wang, Zeyan Li, Jiaohao Nu, Mengyu Zhou, Changhua Pei, Dan Pei IPCCC 2018 , Orlando, Florida, USA, November 17-19, 2018",,https://netman.aiops.org/wp-content/uploads/2018/12/main-20181027.pdf,main-20181027.pdf,3632515
2018,The DevOps Lab Platform for Managing Diversified Projects in Educating Agile Software Engineering.,Xiaoying Bai; Dan Pei; Mingjie Li; Shanshan Li 2018 IEEE Frontiers in Education Conference (FIE),"San Jose, CA, Oct 3 &#8211; Oct 6, 2018",https://netman.aiops.org/wp-content/uploads/2020/07/08658817.pdf,08658817.pdf,710362
2018,Robust and Rapid Clustering of KPIs for Large-Scale Anomaly Detection,"Zhihan Li, Youjian Zhao, Rong Liu, Dan Pei IWQoS 2018 , Banff, Alberta, Canada, June 4-6, 2018",,/wp-content/uploads/2018/05/PID5338621.pdf,PID5338621.pdf,4698444
2018,Reducing Web Latency through Dynamically Setting TCP Initial Window with Reinforcement Learning,"Xiaohui Nie, Youjian Zhao, Dan Pei, Guo Chen, Kaixin Sui, Jiyang Zhang IWQoS 2018 , Banff, Alberta, Canada, June 4-6, 2018",,/wp-content/uploads/2018/06/SmartIW-Camera-Ready.pdf,SmartIW-Camera-Ready.pdf,2939583
2018,Rapid Deployment of Anomaly Detection Models for Large Number of Emerging KPI Streams,"Jiahao Bu, Ying Liu , Shenglin Zhang , Weibin Meng , Qitong Liu, Xiaotian Zhu, Dan Pei IPCCC 2018 , Orlando, Florida, USA, November 17-19, 2018",,https://netman.aiops.org/wp-content/uploads/2018/12/bujiahao.pdf,bujiahao.pdf,367703
2018,Preventing Wi-Fi Privacy Leakage: A User Behavioral Similarity Approach,"Xiuping Han, Zhi Wang and Dan Pei ICC 2018 , Kansas City, MO, USA, 20-24 May 2018",,/wp-content/uploads/2018/04/paper-publication-1.pdf,paper-publication-1.pdf,538643
